"week_ending_date","nhs_board_cypher","nhs_board_name","location_code","location_name","attendance","number_over_4_hours","percentage_within_4_hours","number_over_8_hours","percentage_within_8_hours","number_over_12_hours","percentage_within_12_hours"
2015-07-05,"W","NHS Western Isles","W","NHS Western Isles",139,0,100,0,100,0,100
2015-07-12,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2192,121,94.5,3,99.9,0,100
2015-07-12,"B","NHS Borders","B","NHS Borders",471,6,98.7,0,100,0,100
2015-07-12,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",878,15,98.3,0,100,0,100
2015-07-12,"F","NHS Fife","F","NHS Fife",1174,42,96.4,0,100,0,100
2015-07-12,"V","NHS Forth Valley","V","NHS Forth Valley",1114,52,95.3,0,100,0,100
2015-07-12,"N","NHS Grampian","N","NHS Grampian",1796,95,94.7,2,99.9,0,100
2015-07-12,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5851,356,93.9,4,99.9,0,100
2015-07-12,"H","NHS Highland","H","NHS Highland",1055,25,97.6,0,100,0,100
2015-07-12,"L","NHS Lanarkshire","L","NHS Lanarkshire",3527,155,95.6,20,99.4,7,99.8
2015-07-12,"S","NHS Lothian","S","NHS Lothian",3793,197,94.8,32,99.2,0,100
2015-07-12,"R","NHS Orkney","R","NHS Orkney",116,1,99.1,0,100,0,100
2015-07-12,"Z","NHS Shetland","Z","NHS Shetland",154,4,97.4,0,100,0,100
2015-07-12,"T","NHS Tayside","T","NHS Tayside",1357,17,98.7,1,99.9,0,100
2015-07-12,"W","NHS Western Isles","W","NHS Western Isles",128,4,96.9,0,100,0,100
2015-07-19,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2243,87,96.1,7,99.7,5,99.8
2015-07-19,"B","NHS Borders","B","NHS Borders",519,22,95.8,1,99.8,0,100
2015-07-19,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",944,34,96.4,0,100,0,100
2015-07-19,"F","NHS Fife","F","NHS Fife",1143,23,98,1,99.9,0,100
2015-07-19,"V","NHS Forth Valley","V","NHS Forth Valley",1206,195,83.8,15,98.8,0,100
2015-07-19,"N","NHS Grampian","N","NHS Grampian",1880,48,97.4,0,100,0,100
2015-07-19,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5963,316,94.7,6,99.9,0,100
2015-07-19,"H","NHS Highland","H","NHS Highland",1153,41,96.4,2,99.8,0,100
2015-07-19,"L","NHS Lanarkshire","L","NHS Lanarkshire",3396,201,94.1,11,99.7,0,100
2015-07-19,"S","NHS Lothian","S","NHS Lothian",3781,170,95.5,14,99.6,1,100
2015-07-19,"R","NHS Orkney","R","NHS Orkney",119,2,98.3,0,100,0,100
2015-07-19,"Z","NHS Shetland","Z","NHS Shetland",124,7,94.4,0,100,0,100
2015-07-19,"T","NHS Tayside","T","NHS Tayside",1264,7,99.4,0,100,0,100
2015-07-19,"W","NHS Western Isles","W","NHS Western Isles",150,2,98.7,0,100,0,100
2015-07-26,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2185,116,94.7,4,99.8,1,100
2015-07-26,"B","NHS Borders","B","NHS Borders",458,18,96.1,0,100,0,100
2015-07-26,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",913,33,96.4,0,100,0,100
2015-07-26,"F","NHS Fife","F","NHS Fife",1200,15,98.8,0,100,0,100
2015-07-26,"V","NHS Forth Valley","V","NHS Forth Valley",1153,55,95.2,5,99.6,0,100
2015-07-26,"N","NHS Grampian","N","NHS Grampian",1865,91,95.1,1,99.9,0,100
2015-07-26,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6176,445,92.8,13,99.8,0,100
2015-07-26,"H","NHS Highland","H","NHS Highland",1184,45,96.2,1,99.9,0,100
2015-07-26,"L","NHS Lanarkshire","L","NHS Lanarkshire",3412,187,94.5,22,99.4,0,100
2015-07-26,"S","NHS Lothian","S","NHS Lothian",3785,151,96,10,99.7,0,100
2015-07-26,"R","NHS Orkney","R","NHS Orkney",125,7,94.4,0,100,0,100
2015-07-26,"Z","NHS Shetland","Z","NHS Shetland",149,5,96.6,0,100,0,100
2015-07-26,"T","NHS Tayside","T","NHS Tayside",1301,17,98.7,1,99.9,0,100
2015-07-26,"W","NHS Western Isles","W","NHS Western Isles",119,3,97.5,0,100,0,100
2015-08-02,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2199,72,96.7,8,99.6,1,100
2015-08-02,"B","NHS Borders","B","NHS Borders",483,17,96.5,0,100,0,100
2015-08-02,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",890,21,97.6,0,100,0,100
2015-08-02,"F","NHS Fife","F","NHS Fife",1199,28,97.7,0,100,0,100
2015-08-02,"V","NHS Forth Valley","V","NHS Forth Valley",1140,28,97.5,2,99.8,0,100
2015-08-02,"N","NHS Grampian","N","NHS Grampian",1863,64,96.6,0,100,0,100
2015-08-02,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6036,363,94,3,100,0,100
2015-08-02,"H","NHS Highland","H","NHS Highland",1146,45,96.1,1,99.9,0,100
2015-08-02,"L","NHS Lanarkshire","L","NHS Lanarkshire",3596,264,92.7,30,99.2,0,100
2015-08-02,"S","NHS Lothian","S","NHS Lothian",3826,116,97,4,99.9,1,100
2015-08-02,"R","NHS Orkney","R","NHS Orkney",126,6,95.2,1,99.2,0,100
2015-08-02,"Z","NHS Shetland","Z","NHS Shetland",167,9,94.6,0,100,0,100
2015-08-02,"T","NHS Tayside","T","NHS Tayside",1378,28,98,0,100,0,100
2015-08-02,"W","NHS Western Isles","W","NHS Western Isles",154,0,100,0,100,0,100
2015-08-09,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2204,84,96.2,5,99.8,0,100
2015-08-09,"B","NHS Borders","B","NHS Borders",487,11,97.7,0,100,0,100
2015-08-09,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",949,15,98.4,0,100,0,100
2015-08-09,"F","NHS Fife","F","NHS Fife",1275,34,97.3,1,99.9,0,100
2015-08-09,"V","NHS Forth Valley","V","NHS Forth Valley",1149,23,98,0,100,0,100
2015-08-09,"N","NHS Grampian","N","NHS Grampian",2026,136,93.3,2,99.9,0,100
2015-08-09,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6259,502,92,18,99.7,1,100
2015-08-09,"H","NHS Highland","H","NHS Highland",1270,82,93.5,4,99.7,0,100
2015-08-09,"L","NHS Lanarkshire","L","NHS Lanarkshire",3741,290,92.2,27,99.3,6,99.8
2015-08-09,"S","NHS Lothian","S","NHS Lothian",4237,203,95.2,23,99.5,1,100
2015-08-09,"R","NHS Orkney","R","NHS Orkney",118,1,99.2,0,100,0,100
2015-08-09,"Z","NHS Shetland","Z","NHS Shetland",159,2,98.7,0,100,0,100
2015-08-09,"T","NHS Tayside","T","NHS Tayside",1391,14,99,0,100,0,100
2015-08-09,"W","NHS Western Isles","W","NHS Western Isles",141,1,99.3,0,100,0,100
2015-08-16,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2279,120,94.7,2,99.9,0,100
2015-08-16,"B","NHS Borders","B","NHS Borders",498,19,96.2,1,99.8,0,100
2015-08-16,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",930,14,98.5,0,100,0,100
2015-08-16,"F","NHS Fife","F","NHS Fife",1249,56,95.5,1,99.9,0,100
2015-08-16,"V","NHS Forth Valley","V","NHS Forth Valley",1230,88,92.8,1,99.9,0,100
2015-08-16,"N","NHS Grampian","N","NHS Grampian",1946,139,92.9,8,99.6,0,100
2015-08-16,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6408,410,93.6,11,99.8,0,100
2015-08-16,"H","NHS Highland","H","NHS Highland",1178,53,95.5,2,99.8,0,100
2015-08-16,"L","NHS Lanarkshire","L","NHS Lanarkshire",3703,316,91.5,52,98.6,3,99.9
2015-08-16,"S","NHS Lothian","S","NHS Lothian",4123,219,94.7,21,99.5,0,100
2015-08-16,"R","NHS Orkney","R","NHS Orkney",97,0,100,0,100,0,100
2015-08-16,"Z","NHS Shetland","Z","NHS Shetland",162,24,85.2,3,98.1,0,100
2015-08-16,"T","NHS Tayside","T","NHS Tayside",1429,15,99,0,100,0,100
2015-08-16,"W","NHS Western Isles","W","NHS Western Isles",144,2,98.6,0,100,0,100
2015-08-23,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2277,85,96.3,1,100,0,100
2015-08-23,"B","NHS Borders","B","NHS Borders",558,15,97.3,0,100,0,100
2015-08-23,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",874,21,97.6,1,99.9,0,100
2015-08-23,"F","NHS Fife","F","NHS Fife",1215,42,96.5,2,99.8,0,100
2015-08-23,"V","NHS Forth Valley","V","NHS Forth Valley",1248,77,93.8,1,99.9,0,100
2015-08-23,"N","NHS Grampian","N","NHS Grampian",2055,95,95.4,1,100,0,100
2015-08-23,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6466,433,93.3,5,99.9,0,100
2015-08-23,"H","NHS Highland","H","NHS Highland",1143,45,96.1,1,99.9,0,100
2015-08-23,"L","NHS Lanarkshire","L","NHS Lanarkshire",3836,228,94.1,15,99.6,0,100
2015-08-23,"S","NHS Lothian","S","NHS Lothian",4225,150,96.4,9,99.8,0,100
2015-08-23,"R","NHS Orkney","R","NHS Orkney",105,2,98.1,0,100,0,100
2015-08-23,"Z","NHS Shetland","Z","NHS Shetland",144,11,92.4,0,100,0,100
2015-08-23,"T","NHS Tayside","T","NHS Tayside",1446,19,98.7,0,100,0,100
2015-08-23,"W","NHS Western Isles","W","NHS Western Isles",135,0,100,0,100,0,100
2015-08-30,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2426,181,92.5,16,99.3,2,99.9
2015-08-30,"B","NHS Borders","B","NHS Borders",530,22,95.8,0,100,0,100
2015-08-30,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",938,26,97.2,1,99.9,0,100
2015-08-30,"F","NHS Fife","F","NHS Fife",1243,51,95.9,3,99.8,0,100
2015-08-30,"V","NHS Forth Valley","V","NHS Forth Valley",1282,31,97.6,0,100,0,100
2015-08-30,"N","NHS Grampian","N","NHS Grampian",2086,85,95.9,3,99.9,0,100
2015-08-30,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6724,523,92.2,12,99.8,0,100
2015-08-30,"H","NHS Highland","H","NHS Highland",1207,54,95.5,5,99.6,2,99.8
2015-08-30,"L","NHS Lanarkshire","L","NHS Lanarkshire",3983,397,90,38,99,0,100
2015-08-30,"S","NHS Lothian","S","NHS Lothian",4371,240,94.5,12,99.7,0,100
2015-08-30,"R","NHS Orkney","R","NHS Orkney",121,1,99.2,0,100,0,100
2015-08-30,"Z","NHS Shetland","Z","NHS Shetland",150,3,98,0,100,0,100
2015-08-30,"T","NHS Tayside","T","NHS Tayside",1493,20,98.7,0,100,0,100
2015-08-30,"W","NHS Western Isles","W","NHS Western Isles",123,4,96.7,0,100,0,100
2015-09-06,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2394,143,94,8,99.7,0,100
2015-09-06,"B","NHS Borders","B","NHS Borders",500,10,98,0,100,0,100
2015-09-06,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",921,31,96.6,0,100,0,100
2015-09-06,"F","NHS Fife","F","NHS Fife",1240,50,96,5,99.6,0,100
2015-09-06,"V","NHS Forth Valley","V","NHS Forth Valley",1321,103,92.2,1,99.9,0,100
2015-09-06,"N","NHS Grampian","N","NHS Grampian",1929,80,95.9,0,100,0,100
2015-09-06,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6558,466,92.9,16,99.8,0,100
2015-09-06,"H","NHS Highland","H","NHS Highland",1090,21,98.1,1,99.9,0,100
2015-09-06,"L","NHS Lanarkshire","L","NHS Lanarkshire",3805,212,94.4,27,99.3,0,100
2015-09-06,"S","NHS Lothian","S","NHS Lothian",4356,198,95.5,10,99.8,0,100
2015-09-06,"R","NHS Orkney","R","NHS Orkney",109,5,95.4,0,100,0,100
2015-09-06,"Z","NHS Shetland","Z","NHS Shetland",136,2,98.5,0,100,0,100
2015-09-06,"T","NHS Tayside","T","NHS Tayside",1374,19,98.6,0,100,0,100
2015-09-06,"W","NHS Western Isles","W","NHS Western Isles",123,1,99.2,0,100,0,100
2015-09-13,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2377,153,93.6,9,99.6,0,100
2015-09-13,"B","NHS Borders","B","NHS Borders",519,11,97.9,0,100,0,100
2015-09-13,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",959,24,97.5,0,100,0,100
2015-09-13,"F","NHS Fife","F","NHS Fife",1257,56,95.5,1,99.9,0,100
2015-09-13,"V","NHS Forth Valley","V","NHS Forth Valley",1271,39,96.9,0,100,0,100
2015-09-13,"N","NHS Grampian","N","NHS Grampian",2117,85,96,3,99.9,0,100
2015-09-13,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6516,404,93.8,8,99.9,0,100
2015-09-13,"H","NHS Highland","H","NHS Highland",1148,35,97,1,99.9,0,100
2015-09-13,"L","NHS Lanarkshire","L","NHS Lanarkshire",3835,198,94.8,12,99.7,0,100
2015-09-13,"S","NHS Lothian","S","NHS Lothian",4283,104,97.6,11,99.7,0,100
2015-09-13,"R","NHS Orkney","R","NHS Orkney",101,0,100,0,100,0,100
2015-09-13,"Z","NHS Shetland","Z","NHS Shetland",162,2,98.8,0,100,0,100
2015-09-13,"T","NHS Tayside","T","NHS Tayside",1497,38,97.5,0,100,0,100
2015-09-13,"W","NHS Western Isles","W","NHS Western Isles",128,1,99.2,0,100,0,100
2015-09-20,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2464,251,89.8,28,98.9,2,99.9
2015-09-20,"B","NHS Borders","B","NHS Borders",536,15,97.2,0,100,0,100
2015-09-20,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",895,21,97.7,0,100,0,100
2015-09-20,"F","NHS Fife","F","NHS Fife",1254,89,92.9,7,99.4,0,100
2015-09-20,"V","NHS Forth Valley","V","NHS Forth Valley",1308,126,90.4,0,100,0,100
2015-09-20,"N","NHS Grampian","N","NHS Grampian",1978,53,97.3,0,100,0,100
2015-09-20,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6632,423,93.6,17,99.7,0,100
2015-09-20,"H","NHS Highland","H","NHS Highland",1097,50,95.4,0,100,0,100
2015-09-20,"L","NHS Lanarkshire","L","NHS Lanarkshire",3773,192,94.9,12,99.7,0,100
2015-09-20,"S","NHS Lothian","S","NHS Lothian",4310,220,94.9,23,99.5,0,100
2015-09-20,"R","NHS Orkney","R","NHS Orkney",113,5,95.6,0,100,0,100
2015-09-20,"Z","NHS Shetland","Z","NHS Shetland",134,3,97.8,0,100,0,100
2015-09-20,"T","NHS Tayside","T","NHS Tayside",1471,25,98.3,0,100,0,100
2015-09-20,"W","NHS Western Isles","W","NHS Western Isles",137,0,100,0,100,0,100
2015-09-27,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2242,175,92.2,27,98.8,5,99.8
2015-09-27,"B","NHS Borders","B","NHS Borders",560,35,93.8,1,99.8,0,100
2015-09-27,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",898,18,98,0,100,0,100
2015-09-27,"F","NHS Fife","F","NHS Fife",1238,32,97.4,0,100,0,100
2015-09-27,"V","NHS Forth Valley","V","NHS Forth Valley",1249,87,93,10,99.2,0,100
2015-09-27,"N","NHS Grampian","N","NHS Grampian",2009,64,96.8,4,99.8,0,100
2015-09-27,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6184,430,93,8,99.9,0,100
2015-09-27,"H","NHS Highland","H","NHS Highland",1128,27,97.6,2,99.8,0,100
2015-09-27,"L","NHS Lanarkshire","L","NHS Lanarkshire",3555,154,95.7,9,99.7,0,100
2015-09-27,"S","NHS Lothian","S","NHS Lothian",4280,154,96.4,15,99.6,0,100
2015-09-27,"R","NHS Orkney","R","NHS Orkney",107,1,99.1,0,100,0,100
2015-09-27,"Z","NHS Shetland","Z","NHS Shetland",145,6,95.9,0,100,0,100
2015-09-27,"T","NHS Tayside","T","NHS Tayside",1508,73,95.2,0,100,0,100
2015-09-27,"W","NHS Western Isles","W","NHS Western Isles",134,1,99.3,0,100,0,100
2015-10-04,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2352,259,89,37,98.4,0,100
2015-10-04,"B","NHS Borders","B","NHS Borders",541,17,96.9,0,100,0,100
2015-10-04,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",876,17,98.1,0,100,0,100
2015-10-04,"F","NHS Fife","F","NHS Fife",1186,34,97.1,1,99.9,0,100
2015-10-04,"V","NHS Forth Valley","V","NHS Forth Valley",1220,24,98,0,100,0,100
2015-10-04,"N","NHS Grampian","N","NHS Grampian",2123,89,95.8,2,99.9,0,100
2015-10-04,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6587,678,89.7,36,99.5,0,100
2015-10-04,"H","NHS Highland","H","NHS Highland",1086,39,96.4,4,99.6,0,100
2015-10-04,"L","NHS Lanarkshire","L","NHS Lanarkshire",3764,199,94.7,18,99.5,0,100
2015-10-04,"S","NHS Lothian","S","NHS Lothian",4379,187,95.7,12,99.7,0,100
2015-10-04,"R","NHS Orkney","R","NHS Orkney",113,4,96.5,1,99.1,0,100
2015-10-04,"Z","NHS Shetland","Z","NHS Shetland",121,1,99.2,0,100,0,100
2015-10-04,"T","NHS Tayside","T","NHS Tayside",1525,14,99.1,0,100,0,100
2015-10-04,"W","NHS Western Isles","W","NHS Western Isles",140,1,99.3,0,100,0,100
2015-10-11,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2239,235,89.5,35,98.4,10,99.6
2015-10-11,"B","NHS Borders","B","NHS Borders",563,34,94,1,99.8,0,100
2015-10-11,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",934,34,96.4,0,100,0,100
2015-10-11,"F","NHS Fife","F","NHS Fife",1219,23,98.1,1,99.9,0,100
2015-10-11,"V","NHS Forth Valley","V","NHS Forth Valley",1170,146,87.5,16,98.6,0,100
2015-10-11,"N","NHS Grampian","N","NHS Grampian",1835,62,96.6,1,99.9,0,100
2015-10-11,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6348,626,90.1,27,99.6,0,100
2015-10-11,"H","NHS Highland","H","NHS Highland",1050,33,96.9,0,100,0,100
2015-10-11,"L","NHS Lanarkshire","L","NHS Lanarkshire",3693,247,93.3,57,98.5,13,99.6
2015-10-11,"S","NHS Lothian","S","NHS Lothian",4158,181,95.6,17,99.6,0,100
2015-10-11,"R","NHS Orkney","R","NHS Orkney",103,2,98.1,0,100,0,100
2015-10-11,"Z","NHS Shetland","Z","NHS Shetland",138,4,97.1,0,100,0,100
2015-10-11,"T","NHS Tayside","T","NHS Tayside",1343,22,98.4,0,100,0,100
2015-10-11,"W","NHS Western Isles","W","NHS Western Isles",123,0,100,0,100,0,100
2015-10-18,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2252,142,93.7,20,99.1,1,100
2015-10-18,"B","NHS Borders","B","NHS Borders",505,9,98.2,0,100,0,100
2015-10-18,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",848,18,97.9,0,100,0,100
2015-10-18,"F","NHS Fife","F","NHS Fife",1156,37,96.8,0,100,0,100
2015-10-18,"V","NHS Forth Valley","V","NHS Forth Valley",1189,63,94.7,1,99.9,0,100
2015-10-18,"N","NHS Grampian","N","NHS Grampian",1700,49,97.1,0,100,0,100
2015-10-18,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6137,495,91.9,9,99.9,0,100
2015-10-18,"H","NHS Highland","H","NHS Highland",999,28,97.2,0,100,0,100
2015-10-18,"L","NHS Lanarkshire","L","NHS Lanarkshire",3369,182,94.6,18,99.5,0,100
2015-10-18,"S","NHS Lothian","S","NHS Lothian",4082,121,97,5,99.9,1,100
2015-10-18,"R","NHS Orkney","R","NHS Orkney",88,2,97.7,0,100,0,100
2015-10-18,"Z","NHS Shetland","Z","NHS Shetland",144,3,97.9,0,100,0,100
2015-10-18,"T","NHS Tayside","T","NHS Tayside",1296,15,98.8,0,100,0,100
2015-10-18,"W","NHS Western Isles","W","NHS Western Isles",100,0,100,0,100,0,100
2015-10-25,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2233,227,89.8,10,99.6,0,100
2015-10-25,"B","NHS Borders","B","NHS Borders",520,15,97.1,0,100,0,100
2015-10-25,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",793,13,98.4,0,100,0,100
2015-10-25,"F","NHS Fife","F","NHS Fife",1195,56,95.3,1,99.9,0,100
2015-10-25,"V","NHS Forth Valley","V","NHS Forth Valley",1126,29,97.4,0,100,0,100
2015-10-25,"N","NHS Grampian","N","NHS Grampian",1822,89,95.1,3,99.8,0,100
2015-10-25,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6572,611,90.7,22,99.7,0,100
2015-10-25,"H","NHS Highland","H","NHS Highland",1021,29,97.2,0,100,0,100
2015-10-25,"L","NHS Lanarkshire","L","NHS Lanarkshire",3612,256,92.9,6,99.8,0,100
2015-10-25,"S","NHS Lothian","S","NHS Lothian",4051,135,96.7,8,99.8,0,100
2015-10-25,"R","NHS Orkney","R","NHS Orkney",99,1,99,0,100,0,100
2015-10-25,"Z","NHS Shetland","Z","NHS Shetland",147,3,98,0,100,0,100
2015-10-25,"T","NHS Tayside","T","NHS Tayside",1296,13,99,0,100,0,100
2015-10-25,"W","NHS Western Isles","W","NHS Western Isles",122,2,98.4,0,100,0,100
2015-11-01,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2252,281,87.5,23,99,8,99.6
2015-11-01,"B","NHS Borders","B","NHS Borders",555,30,94.6,1,99.8,0,100
2015-11-01,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",887,25,97.2,0,100,0,100
2015-11-01,"F","NHS Fife","F","NHS Fife",1213,67,94.5,5,99.6,0,100
2015-11-01,"V","NHS Forth Valley","V","NHS Forth Valley",1156,65,94.4,0,100,0,100
2015-11-01,"N","NHS Grampian","N","NHS Grampian",1902,87,95.4,5,99.7,0,100
2015-11-01,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6495,493,92.4,24,99.6,0,100
2015-11-01,"H","NHS Highland","H","NHS Highland",1066,36,96.6,0,100,0,100
2015-11-01,"L","NHS Lanarkshire","L","NHS Lanarkshire",3604,239,93.4,38,98.9,10,99.7
2015-11-01,"S","NHS Lothian","S","NHS Lothian",4314,224,94.8,16,99.6,2,100
2015-11-01,"R","NHS Orkney","R","NHS Orkney",111,3,97.3,0,100,0,100
2015-11-01,"Z","NHS Shetland","Z","NHS Shetland",139,1,99.3,0,100,0,100
2015-11-01,"T","NHS Tayside","T","NHS Tayside",1336,33,97.5,0,100,0,100
2015-11-01,"W","NHS Western Isles","W","NHS Western Isles",89,1,98.9,0,100,0,100
2015-11-08,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2268,223,90.2,26,98.9,8,99.6
2015-11-08,"B","NHS Borders","B","NHS Borders",514,23,95.5,0,100,0,100
2015-11-08,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",851,14,98.4,0,100,0,100
2015-11-08,"F","NHS Fife","F","NHS Fife",1148,36,96.9,3,99.7,0,100
2015-11-08,"V","NHS Forth Valley","V","NHS Forth Valley",1232,49,96,0,100,0,100
2015-11-08,"N","NHS Grampian","N","NHS Grampian",1966,80,95.9,2,99.9,0,100
2015-11-08,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6313,586,90.7,26,99.6,2,100
2015-11-08,"H","NHS Highland","H","NHS Highland",1113,51,95.4,1,99.9,0,100
2015-11-08,"L","NHS Lanarkshire","L","NHS Lanarkshire",3574,249,93,19,99.5,5,99.9
2015-11-08,"S","NHS Lothian","S","NHS Lothian",4309,107,97.5,6,99.9,0,100
2015-11-08,"R","NHS Orkney","R","NHS Orkney",90,2,97.8,0,100,0,100
2015-11-08,"Z","NHS Shetland","Z","NHS Shetland",131,1,99.2,0,100,0,100
2015-11-08,"T","NHS Tayside","T","NHS Tayside",1352,11,99.2,1,99.9,0,100
2015-11-08,"W","NHS Western Isles","W","NHS Western Isles",109,0,100,0,100,0,100
2015-11-15,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2214,298,86.5,53,97.6,22,99
2015-11-15,"B","NHS Borders","B","NHS Borders",473,10,97.9,1,99.8,0,100
2015-11-15,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",781,13,98.3,0,100,0,100
2015-11-15,"F","NHS Fife","F","NHS Fife",1100,30,97.3,1,99.9,0,100
2015-11-15,"V","NHS Forth Valley","V","NHS Forth Valley",1148,48,95.8,0,100,0,100
2015-11-15,"N","NHS Grampian","N","NHS Grampian",1867,63,96.6,2,99.9,0,100
2015-11-15,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6346,396,93.8,4,99.9,0,100
2015-11-15,"H","NHS Highland","H","NHS Highland",1006,75,92.5,3,99.7,0,100
2015-11-15,"L","NHS Lanarkshire","L","NHS Lanarkshire",3483,236,93.2,27,99.2,0,100
2015-11-15,"S","NHS Lothian","S","NHS Lothian",4097,161,96.1,6,99.9,0,100
2015-11-15,"R","NHS Orkney","R","NHS Orkney",85,2,97.6,0,100,0,100
2015-11-15,"Z","NHS Shetland","Z","NHS Shetland",118,1,99.2,0,100,0,100
2015-11-15,"T","NHS Tayside","T","NHS Tayside",1331,27,98,0,100,0,100
2015-11-15,"W","NHS Western Isles","W","NHS Western Isles",107,0,100,0,100,0,100
2015-11-22,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2164,197,90.9,24,98.9,0,100
2015-11-22,"B","NHS Borders","B","NHS Borders",455,9,98,1,99.8,0,100
2015-11-22,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",827,19,97.7,0,100,0,100
2015-11-22,"F","NHS Fife","F","NHS Fife",1117,100,91,9,99.2,0,100
2015-11-22,"V","NHS Forth Valley","V","NHS Forth Valley",1161,32,97.2,1,99.9,0,100
2015-11-22,"N","NHS Grampian","N","NHS Grampian",1741,49,97.2,0,100,0,100
2015-11-22,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6247,389,93.8,13,99.8,0,100
2015-11-22,"H","NHS Highland","H","NHS Highland",965,44,95.4,1,99.9,0,100
2015-11-22,"L","NHS Lanarkshire","L","NHS Lanarkshire",3372,187,94.5,20,99.4,1,100
2015-11-22,"S","NHS Lothian","S","NHS Lothian",4188,329,92.1,22,99.5,2,100
2015-11-22,"R","NHS Orkney","R","NHS Orkney",106,2,98.1,0,100,0,100
2015-11-22,"Z","NHS Shetland","Z","NHS Shetland",132,2,98.5,0,100,0,100
2015-11-22,"T","NHS Tayside","T","NHS Tayside",1280,10,99.2,0,100,0,100
2015-11-22,"W","NHS Western Isles","W","NHS Western Isles",118,4,96.6,0,100,0,100
2015-11-29,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2145,54,97.5,2,99.9,0,100
